,institution,uoa,case_count,4*,3*,2*,1*,staff,intensity
1106,university of edinburgh,social work and social policy,7,55.7,38.6,5.7,0,58.69,5.96353722951099
1107,university of edinburgh,business and management studies,6,46.7,40,13.3,0,51.6,6.46124031007752
1108,university of edinburgh,law,6,86.7,13.3,0,0,54.0,7.161111111111112
1109,university of edinburgh,education,5,76,24,0,0,39.97,9.407055291468602
1110,university of edinburgh,"art and design: history, practice and theory",5,58,42,0,0,43.0,8.325581395348838
1111,university of edinburgh,anthropology and development studies,4,60,40,0,0,34.45,10.449927431059505
1112,university of edinburgh,politics and international studies,4,50,50,0,0,34.05,10.279001468428783
1113,university of edinburgh,theology and religious studies,4,40,50,10,0,26.6,12.406015037593985
1114,university of edinburgh,english language and literature,4,30,60,10,0,34.9,9.169054441260746
1115,university of edinburgh,"music, drama, dance and performing arts",3,46.7,13.3,40,0,17.3,17.728323699421967
1116,university of edinburgh,philosophy,3,36.7,36.6,26.7,0,23.6,13.135593220338983
1117,university of edinburgh,economics and econometrics,3,13.3,60,26.7,0,17.5,16.377142857142854
1118,university of edinburgh,"sport and exercise sciences, leisure and tourism",3,40,50,10,0,23.8,13.865546218487394
1119,university of edinburgh,classics,3,26.7,33.3,40,0,22.5,12.742222222222221
1120,university of edinburgh,area studies,3,13.3,50,36.7,0,22.0,12.572727272727274
1121,university of edinburgh,"geography, environmental studies and archaeology",2,0,70,30,0,14.7,18.367346938775512
1122,university of edinburgh,"architecture, built environment and planning",1,55.7,21.4,22.9,0,29.8,11.167785234899329
1123,university of edinburgh and sruc scotland s rural college,"agriculture, veterinary and food science",19,,,,,,
1124,university of edinburgh heriot watt university,mathematical sciences,1,,,,,,
1125,university of edinburgh heriotwatt university,mathematical sciences,9,,,,,,
1126,university of edinburgh heriotwatt university,"architecture, built environment and planning",6,,,,,,
1127,university of essex,business and management studies,6,20,53.3,13.4,13.3,50.46,5.548949663099485
1128,university of essex,sociology,6,43.3,43.4,13.3,0,47.45,6.954689146469968
1129,university of essex,law,4,20,60,20,0,28.35,10.582010582010582
1130,university of essex,computer science and informatics,4,20,40,20,20,34.9,7.4498567335243555
1131,university of essex,politics and international studies,4,80,10,10,0,29.95,12.353923205342237
1132,university of essex,economics and econometrics,4,20,80,0,0,33.33,9.6009600960096
1133,university of essex,history,3,50,36.7,13.3,0,18.2,18.500000000000004
1134,university of essex,"psychology, psychiatry and neuroscience",3,53.3,46.7,0,0,21.0,16.823809523809523
1135,university of essex,biological sciences,3,0,60,40,0,23.0,11.304347826086957
1136,university of essex,english language and literature,3,26.7,73.3,0,0,17.0,19.21764705882353
1137,university of essex,modern languages and linguistics,2,30,70,0,0,12.6,26.19047619047619
1138,university of essex,"art and design: history, practice and theory",2,40,60,0,0,4.6,73.91304347826087
1139,university of essex,"sport and exercise sciences, leisure and tourism",2,40,40,20,0,8.7,36.781609195402304
1140,university of essex,philosophy,2,40,60,0,0,9.5,35.78947368421053
1141,university of exeter,"geography, environmental studies and archaeology",7,13.3,53.4,26.6,6.7,51.8,5.276061776061775
1142,university of exeter,"geography, environmental studies and archaeology",7,60,40,0,0,11.2,32.142857142857146
1143,university of exeter,english language and literature,6,40,60,0,0,53.2,6.390977443609022
1144,university of exeter,physics,5,24,68,8,0,40.2,7.860696517412935
1145,university of exeter,biological sciences,5,50,50,0,0,54.58,6.412605349945035
1146,university of exeter,history,5,40,44,16,0,41.53,7.801589212617385
1147,university of exeter,earth systems and environmental sciences,4,20,80,0,0,34.7,9.221902017291066
1148,university of exeter,business and management studies,4,23.3,63.4,13.3,0,49.05,6.320081549439348
1149,university of exeter,general engineering,4,32,44,24,0,44.0,7.0
1150,university of exeter,education,4,30,60,10,0,25.92,12.345679012345679
1151,university of exeter,mathematical sciences,4,30,50,20,0,34.6,8.959537572254336
1152,university of exeter,"psychology, psychiatry and neuroscience",4,40,40,20,0,32.3,9.907120743034056
1153,university of exeter,modern languages and linguistics,4,10,50,0,40,32.0,7.1875
1154,university of exeter,clinical medicine,3,80,20,0,0,24.5,15.510204081632653
1155,university of exeter,"music, drama, dance and performing arts",3,33.3,53.4,13.3,0,15.86,20.1765447667087
1156,university of exeter,politics and international studies,3,40,60,0,0,24.2,14.049586776859504
1157,university of exeter,sociology,3,40,50,10,0,24.2,13.636363636363637
1158,university of exeter,"public health, health services and primary care",3,40,60,0,0,24.85,13.682092555331991
1159,university of exeter,classics,3,40,46.7,13.3,0,19.0,17.194736842105264
1160,university of exeter,law,2,40,60,0,0,14.95,22.742474916387962
1161,university of exeter,theology and religious studies,2,20,80,0,0,11.2,28.571428571428573
1162,university of exeter,computer science and informatics,2,10,70,20,0,10.0,29.0
1163,university of exeter,area studies,2,100,0,0,0,14.54,27.51031636863824
1164,university of exeter,"sport and exercise sciences, leisure and tourism",1,53.3,46.7,0,0,23.3,15.163090128755364
1165,university of exeter,economics and econometrics,1,13.3,60,13.4,13.3,24.5,11.155102040816328
1166,university of glasgow,clinical medicine,19,76.8,16.9,2.1,0,177.4,2.041149943630214
1167,university of glasgow,general engineering,9,51.1,40,8.9,0,84.0,4.0738095238095235
1168,university of glasgow,biological sciences,7,38.6,55.7,5.7,0,60.34,5.517069937023533
1169,university of glasgow,english language and literature,6,53.3,33.4,13.3,0,51.35,6.621226874391431
1170,university of glasgow,"public health, health services and primary care",6,33.3,66.7,0,0,48.42,6.883519206939281
1171,university of glasgow,history,5,66,34,0,0,43.8,8.356164383561644
1172,university of glasgow,computer science and informatics,5,68,32,0,0,41.6,8.846153846153847
1173,university of glasgow,modern languages and linguistics,5,50,23.3,0,26.7,22.0,13.48181818181818
1174,university of glasgow,modern languages and linguistics,5,30,70,0,0,6.2,53.225806451612904
1175,university of glasgow,education,5,40,60,0,0,37.5,9.066666666666666
1176,university of glasgow,"agriculture, veterinary and food science",5,82,18,0,0,38.8,9.845360824742269
1177,university of glasgow,mathematical sciences,5,32,68,0,0,43.0,7.72093023255814
1178,university of glasgow,physics,5,42,58,0,0,44.9,7.616926503340758
1179,university of glasgow,earth systems and environmental sciences,4,30,50,20,0,34.8,8.908045977011495
1180,university of glasgow,"geography, environmental studies and archaeology",4,40,60,0,0,13.0,26.153846153846153
1181,university of glasgow,"geography, environmental studies and archaeology",4,20,70,10,0,9.55,32.460732984293195
1182,university of glasgow,social work and social policy,4,60,30,10,0,29.2,11.986301369863014
1183,university of glasgow,"psychology, psychiatry and neuroscience",4,60,0,40,0,34.2,9.35672514619883
1184,university of glasgow,business and management studies,4,34,26,40,0,39.83,7.381370826010545
1185,university of glasgow,law,4,60,40,0,0,30.35,11.86161449752883
1186,university of glasgow,"architecture, built environment and planning",3,63.3,36.7,0,0,24.6,14.768292682926829
1187,university of glasgow,economics and econometrics,3,0,63.3,36.7,0,23.75,11.086315789473682
1188,university of glasgow,politics and international studies,3,0,86.7,13.3,0,24.0,11.945833333333335
1189,university of glasgow,"communication, cultural and media studies, library and information management",3,40,46.7,13.3,0,23.8,13.726890756302522
1190,university of glasgow,"art and design: history, practice and theory",2,73.3,26.7,0,0,16.54,22.569528415961305
1191,university of glasgow,area studies,2,0,80,20,0,10.8,25.925925925925924
1192,university of glasgow,"allied health professions, dentistry, nursing and pharmacy",2,70,30,0,0,13.8,26.81159420289855
1193,university of glasgow,classics,2,10,50,20,20,8.0,31.25
1194,university of glasgow,theology and religious studies,2,40,50,10,0,10.86,30.386740331491715
1195,university of glasgow,"music, drama, dance and performing arts",2,40,60,0,0,11.2,30.357142857142858
1196,university of glasgow,philosophy,1,0,20,80,0,11.0,20.0
1197,university of gloucestershire,"sport and exercise sciences, leisure and tourism",3,40,60,0,0,17.6,19.318181818181817
1198,university of gloucestershire,history,2,0,20,60,20,4.8,41.66666666666667
1199,university of gloucestershire,"geography, environmental studies and archaeology",2,0,20,80,0,11.1,19.81981981981982
1200,university of gloucestershire,theology and religious studies,2,0,40,60,0,5.3,45.28301886792453
1201,university of gloucestershire,"architecture, built environment and planning",2,0,50,50,0,8.2,30.487804878048784
1202,university of gloucestershire,english language and literature,2,0,40,50,10,9.1,25.274725274725277
1203,university of greenwich,business and management studies,4,10,70,0,0,28.7,8.710801393728223
1204,university of greenwich,"agriculture, veterinary and food science",3,90,10,0,0,23.5,16.595744680851062
1205,university of greenwich,history,2,0,20,60,20,6.7,29.850746268656717
1206,university of greenwich,"architecture, built environment and planning",2,0,0,100,0,6.0,33.333333333333336
1207,university of greenwich,english language and literature,2,0,60,40,0,8.0,32.5
1208,university of greenwich,general engineering,2,40,20,40,0,14.0,21.428571428571427
1209,university of greenwich,"aeronautical, mechanical, chemical and manufacturing engineering",2,30,70,0,0,9.0,36.666666666666664
1210,university of greenwich,"allied health professions, dentistry, nursing and pharmacy",2,0,60,13.3,0,2.0,103.3
1211,university of greenwich,"allied health professions, dentistry, nursing and pharmacy",2,0,50,50,0,9.6,26.041666666666668
1212,university of greenwich,chemistry,2,0,80,20,0,14.4,19.444444444444443
1213,university of greenwich,"art and design: history, practice and theory",2,0,0,50,50,7.2,20.833333333333332
1214,university of greenwich,anthropology and development studies,2,20,80,0,0,8.7,36.781609195402304
1215,university of greenwich,law,2,0,0,0,80,8.0,10.0
1216,university of greenwich,"electrical and electronic engineering, metallurgy and materials",2,0,20,60,20,12.0,16.666666666666668
1217,university of greenwich,computer science and informatics,2,20,40,40,0,14.2,19.71830985915493
1218,university of greenwich,"psychology, psychiatry and neuroscience",2,0,20,80,0,11.5,19.130434782608695
1219,university of greenwich,modern languages and linguistics,2,-,-,-,-,3.0,0.0
1220,university of greenwich,education,2,0,0,10,50,10.0,7.0
1221,university of greenwich,mathematical sciences,2,0,10,10,40,5.0,18.0
1222,university of hertfordshire,"allied health professions, dentistry, nursing and pharmacy",5,0,90,10,0,18.4,15.760869565217392
1223,university of hertfordshire,"allied health professions, dentistry, nursing and pharmacy",5,50,50,0,0,13.9,25.179856115107913
1224,university of hertfordshire,physics,4,0,40,60,0,33.0,7.2727272727272725
1225,university of hertfordshire,computer science and informatics,4,10,40,30,20,27.4,8.75912408759124
1226,university of hertfordshire,"psychology, psychiatry and neuroscience",2,20,40,40,0,12.2,22.95081967213115
1227,university of hertfordshire,business and management studies,2,0,0,80,20,14.1,12.76595744680851
1228,university of hertfordshire,philosophy,2,30,50,20,0,9.5,32.63157894736842
1229,university of hertfordshire,"agriculture, veterinary and food science",2,0,0,60,40,11.6,13.793103448275863
1230,university of hertfordshire,"music, drama, dance and performing arts",2,20,30,50,0,5.3,50.943396226415096
1231,university of hertfordshire,history,2,100,0,0,0,12.0,33.333333333333336
1232,university of hertfordshire,"art and design: history, practice and theory",2,0,40,60,0,11.45,20.960698689956335
1233,university of hertfordshire,english language and literature,2,0,70,30,0,8.0,33.75
1234,university of hertfordshire,general engineering,1,0,10,70,20,14.8,12.837837837837837
1235,university of highlands and islands,earth systems and environmental sciences,4,,,,,,
1236,university of highlands and islands,area studies,2,,,,,,
1237,university of highlands and islands,history,2,,,,,,
1238,university of highlands and islands,"geography, environmental studies and archaeology",2,,,,,,
1239,university of highlands and islands,modern languages and linguistics,1,,,,,,
1240,university of huddersfield,social work and social policy,5,48,44,8,0,41.8,8.133971291866029
1241,university of huddersfield,general engineering,4,20,30,30,20,34.8,7.183908045977012
1242,university of huddersfield,"music, drama, dance and performing arts",3,90,10,0,0,17.5,22.285714285714285
1243,university of huddersfield,business and management studies,3,36.7,63.3,0,0,18.8,17.909574468085104
1244,university of huddersfield,english language and literature,3,0,40,46.7,13.3,16.65,13.615615615615617
1245,university of huddersfield,history,2,20,50,30,0,14.25,20.350877192982455
1246,university of huddersfield,physics,2,0,0,80,20,12.0,15.0
1247,university of huddersfield,chemistry,2,0,70,30,0,14.6,18.493150684931507
1248,university of huddersfield,biological sciences,2,0,0,60,0,13.0,9.23076923076923
1249,university of huddersfield,computer science and informatics,2,0,40,60,0,14.4,16.666666666666668
1250,university of huddersfield,"art and design: history, practice and theory",2,0,50,10,40,13.95,15.053763440860216
1251,university of huddersfield,"allied health professions, dentistry, nursing and pharmacy",2,20,80,0,0,10.2,31.372549019607845
1252,university of huddersfield,education,2,40,0,50,10,11.75,22.97872340425532
1253,university of hull,business and management studies,5,0,60,32,8,43.75,5.76
1254,university of hull,history,4,10,80,10,0,25.1,11.952191235059761
1255,university of hull,"geography, environmental studies and archaeology",4,70,30,0,0,34.5,10.72463768115942
1256,university of hull,"allied health professions, dentistry, nursing and pharmacy",4,70,30,0,0,34.3,10.78717201166181
1257,university of hull,english language and literature,4,30,60,10,0,29.43,10.873258579680599
1258,university of hull,law,3,0,63.3,36.7,0,16.25,16.20307692307692
1259,university of hull,chemistry,3,26.7,50,23.3,0,24.0,12.641666666666667
1260,university of hull,"psychology, psychiatry and neuroscience",3,26.7,73.3,0,0,21.8,14.986238532110091
1261,university of hull,"music, drama, dance and performing arts",3,13.3,23.4,63.3,0,21.15,11.82033096926714
1262,university of hull,social work and social policy,3,26.7,13.3,60,0,24.5,10.885714285714286
1263,university of hull,politics and international studies,3,0,76.7,23.3,0,19.2,14.411458333333336
1264,university of hull,"sport and exercise sciences, leisure and tourism",2,0,90,10,0,11.0,26.363636363636363
1265,university of hull,computer science and informatics,2,80,20,0,0,14.8,25.675675675675674
1266,university of hull,philosophy,2,0,50,50,0,7.2,34.72222222222222
1267,university of hull,education,2,0,20,60,20,13.6,14.705882352941178
1268,university of kent,social work and social policy,6,93.3,6.7,0,0,54.58,7.205936240381092
1269,university of kent,english language and literature,5,36,48,16,0,38.1,8.398950131233596
1270,university of kent,law,5,52,24,24,0,43.6,7.522935779816514
1271,university of kent,business and management studies,5,36,40,24,0,43.3,7.205542725173211
1272,university of kent,"music, drama, dance and performing arts",5,36,56,8,0,38.0,8.631578947368421
1273,university of kent,history,4,40,40,20,0,31.4,10.191082802547772
1274,university of kent,computer science and informatics,4,30,70,0,0,29.1,11.340206185567009
1275,university of kent,anthropology and development studies,4,10,50,40,0,27.27,9.900990099009901
1276,university of kent,mathematical sciences,4,20,50,30,0,33.08,8.766626360338574
1277,university of kent,"psychology, psychiatry and neuroscience",4,40,60,0,0,33.13,10.262601871415635
1278,university of kent,chemistry,3,13.3,76.7,10,0,17.0,17.841176470588238
1279,university of kent,general engineering,3,26.7,36.6,36.7,0,24.0,12.083333333333334
1280,university of kent,politics and international studies,3,40,60,0,0,30.75,11.05691056910569
1281,university of kent,modern languages and linguistics,3,60,26.7,13.3,0,24.7,14.036437246963565
1282,university of kent,economics and econometrics,3,13.3,50,10,26.7,21.9,11.410958904109588
1283,university of kent,"sport and exercise sciences, leisure and tourism",2,40,20,20,20,11.0,25.454545454545453
1284,university of kent,"architecture, built environment and planning",2,0,0,60,40,11.4,14.035087719298245
1285,university of kent,biological sciences,2,26.7,60,13.3,0,24.2,12.950413223140497
1286,university of kent,theology and religious studies,2,60,40,0,0,7.88,45.68527918781726
1287,university of kent,classics,2,60,40,0,0,12.4,29.032258064516128
1288,university of kent,physics,2,60,40,0,0,5.0,72.0
1289,university of kent,philosophy,1,40,50,10,0,13.2,25.0
1290,university of kent and university of greenwich,"allied health professions, dentistry, nursing and pharmacy",3,,,,,,
1291,university of lancaster,education,2,,,,,,
1292,university of leeds,clinical medicine,10,72,28,0,0,94.2,3.949044585987261
1293,university of leeds,earth systems and environmental sciences,9,46.7,48.9,4.4,0,79.2,4.321969696969697
1294,university of leeds,modern languages and linguistics,7,40,27.1,10,22.9,63.1,4.503961965134707
1295,university of leeds,"geography, environmental studies and archaeology",6,33.3,40,26.7,0,48.9,6.269938650306748
1296,university of leeds,business and management studies,6,60,35,5,0,73.19,4.850389397458669
1297,university of leeds,"art and design: history, practice and theory",6,60,40,0,0,15.6,23.076923076923077
1298,university of leeds,"art and design: history, practice and theory",6,63.3,36.7,0,0,21.05,17.258907363420427
1299,university of leeds,"psychology, psychiatry and neuroscience",5,36,64,0,0,44.05,7.627695800227015
1300,university of leeds,civil and construction engineering,5,28,64,8,0,44.65,7.166853303471445
1301,university of leeds,"allied health professions, dentistry, nursing and pharmacy",5,84,16,0,0,44.4,8.64864864864865
1302,university of leeds,law,4,80,20,0,0,29.0,13.10344827586207
1303,university of leeds,english language and literature,4,50,50,0,0,31.1,11.254019292604502
1304,university of leeds,philosophy,4,30,60,10,0,25.0,12.8
1305,university of leeds,social work and social policy,4,60,40,0,0,32.6,11.042944785276074
1306,university of leeds,"music, drama, dance and performing arts",4,70,30,0,0,14.9,24.83221476510067
1307,university of leeds,"music, drama, dance and performing arts",4,80,20,0,0,14.0,27.142857142857142
1308,university of leeds,education,4,60,30,10,0,32.1,10.903426791277258
1309,university of leeds,history,4,50,50,0,0,29.7,11.784511784511785
1310,university of leeds,"aeronautical, mechanical, chemical and manufacturing engineering",4,60,40,0,0,31.55,11.410459587955625
1311,university of leeds,general engineering,4,18,50,32,0,44.8,6.383928571428572
1312,university of leeds,"public health, health services and primary care",4,50,40,10,0,26.2,12.977099236641221
1313,university of leeds,chemistry,4,50,50,0,0,34.4,10.174418604651164
1314,university of leeds,biological sciences,3,71.4,28.6,0,0,60.9,6.098522167487685
1315,university of leeds,"electrical and electronic engineering, metallurgy and materials",3,53.3,46.7,0,0,20.0,17.665
1316,university of leeds,physics,3,66.7,33.3,0,0,24.0,15.279166666666667
1317,university of leeds,"communication, cultural and media studies, library and information management",3,63.3,36.7,0,0,24.8,14.649193548387096
1318,university of leeds,"agriculture, veterinary and food science",2,60,40,0,0,14.4,25.0
1319,university of leeds,theology and religious studies,2,20,60,20,0,10.8,27.777777777777775
1320,university of leeds,computer science and informatics,2,73.3,26.7,0,0,24.97,14.949939927913496
1321,university of leeds,"sport and exercise sciences, leisure and tourism",2,60,40,0,0,12.5,28.8
1322,university of leeds,politics and international studies,2,66.7,33.3,0,0,24.0,15.279166666666667
1323,university of leeds,classics,2,0,100,0,0,6.0,50.0
1324,university of leeds,mathematical sciences,1,56.7,30,13.3,0,53.0,6.4792452830188685
1325,university of leicester,clinical medicine,8,65,35,0,0,72.1,5.0624133148405
1326,university of leicester,business and management studies,7,11.4,54.3,28.6,5.7,59.6,4.553691275167785
1327,university of leicester,physics,6,43.3,43.4,13.3,0,49.33,6.689641191972431
1328,university of leicester,"geography, environmental studies and archaeology",6,73.3,26.7,0,0,19.4,19.24226804123711
1329,university of leicester,"geography, environmental studies and archaeology",6,13.3,63.4,23.3,0,24.39,11.890118901189012
1330,university of leicester,law,5,16,58,26,0,39.53,7.336200354161396
1331,university of leicester,"communication, cultural and media studies, library and information management",5,53.3,33.4,13.3,0,22.0,15.454545454545455
1332,university of leicester,"communication, cultural and media studies, library and information management",5,100,0,0,0,10.8,37.03703703703704
1333,university of leicester,english language and literature,4,30,60,10,0,28.4,11.267605633802818
1334,university of leicester,history,4,30,40,30,0,27.0,11.11111111111111
1335,university of leicester,biological sciences,4,48,32,20,0,37.4,8.770053475935828
1336,university of leicester,"psychology, psychiatry and neuroscience",4,0,100,0,0,34.4,8.720930232558139
1337,university of leicester,computer science and informatics,3,0,40,46.7,13.3,20.0,11.335
1338,university of leicester,general engineering,3,0,100,0,0,30.0,10.0
1339,university of leicester,earth systems and environmental sciences,3,13.3,86.7,0,0,21.8,14.371559633027523
1340,university of leicester,economics and econometrics,3,0,26.7,33.3,40,22.4,8.334821428571429
1341,university of leicester,"public health, health services and primary care",3,66.7,33.3,0,0,24.2,15.152892561983471
1342,university of leicester,chemistry,3,36.7,50,13.3,0,21.4,15.112149532710283
1343,university of leicester,education,3,0,66.7,33.3,0,24.1,11.066390041493777
1344,university of leicester,mathematical sciences,3,13.3,36.7,50,0,23.6,11.15677966101695
1345,university of leicester,"art and design: history, practice and theory",2,50,50,0,0,6.2,56.45161290322581
1346,university of leicester,modern languages and linguistics,2,0,60,40,0,12.0,21.666666666666668
1347,university of leicester,politics and international studies,2,0,80,20,0,18.0,15.555555555555555
1348,university of leicester,social work and social policy,2,0,100,0,0,12.0,25.0
1349,university of leicester,sociology,1,0,0,100,0,11.5,17.391304347826086
1350,university of lincoln,"allied health professions, dentistry, nursing and pharmacy",3,40,36.7,23.3,0,19.4,16.32474226804124
1351,university of lincoln,history,2,0,40,60,0,11.0,21.818181818181817
1352,university of lincoln,"art and design: history, practice and theory",2,20,60,10,10,13.1,22.137404580152673
1353,university of lincoln,general engineering,2,0,30,30,0,12.0,12.5
1354,university of lincoln,law,2,0,60,40,0,4.2,61.904761904761905
1355,university of lincoln,social work and social policy,2,0,10,70,20,11.2,16.964285714285715
1356,university of lincoln,politics and international studies,2,0,10,50,40,7.3,23.28767123287671
1357,university of lincoln,"architecture, built environment and planning",2,0,0,20,80,6.2,19.35483870967742
1358,university of lincoln,computer science and informatics,2,0,0,10,50,14.5,4.827586206896552
1359,university of lincoln,"communication, cultural and media studies, library and information management",2,0,100,0,0,6.4,46.875
1360,university of lincoln,"music, drama, dance and performing arts",2,0,10,50,0,11.2,11.607142857142858
1361,university of lincoln,"sport and exercise sciences, leisure and tourism",2,0,50,50,0,7.0,35.714285714285715
1362,university of lincoln,"psychology, psychiatry and neuroscience",2,40,20,40,0,12.8,23.4375
1363,university of lincoln,"agriculture, veterinary and food science",2,40,20,30,10,14.0,20.714285714285715
1364,university of lincoln,education,2,20,20,10,50,6.6,31.81818181818182
1365,university of lincoln,business and management studies,2,30,70,0,0,9.4,35.1063829787234
1366,university of lincoln,english language and literature,2,0,40,60,0,11.0,21.818181818181817
1367,university of liverpool,"geography, environmental studies and archaeology",7,10,50,30,10,33.0,7.878787878787879
1368,university of liverpool,"geography, environmental studies and archaeology",7,36.7,36.6,26.7,0,16.0,19.375
1369,university of liverpool,"agriculture, veterinary and food science",6,60,33.3,6.7,0,54.64,6.465959004392386
1370,university of liverpool,business and management studies,6,56.7,43.3,0,0,45.15,7.900332225913621
1371,university of liverpool,mathematical sciences,5,18,74,8,0,39.63,7.822356800403734
1372,university of liverpool,english language and literature,4,30,70,0,0,28.3,11.66077738515901
1373,university of liverpool,physics,4,10,70,20,0,34.3,8.454810495626823
1374,university of liverpool,"public health, health services and primary care",4,90,10,0,0,31.3,12.460063897763577
1375,university of liverpool,"psychology, psychiatry and neuroscience",4,80,20,0,0,33.0,11.515151515151516
1376,university of liverpool,law,3,0,100,0,0,20.0,15.0
1377,university of liverpool,modern languages and linguistics,3,20,40,26.7,13.3,21.0,12.7
1378,university of liverpool,"architecture, built environment and planning",3,26.7,73.3,0,0,22.2,14.716216216216216
1379,university of liverpool,history,3,46.7,40,13.3,0,23.0,14.495652173913046
1380,university of liverpool,"electrical and electronic engineering, metallurgy and materials",3,0,100,0,0,24.0,12.5
1381,university of liverpool,computer science and informatics,3,40,60,0,0,24.0,14.166666666666666
1382,university of liverpool,biological sciences,3,0,63.3,36.7,0,18.0,14.627777777777775
1383,university of liverpool,social work and social policy,3,26.7,73.3,0,0,18.0,18.15
1384,university of liverpool,philosophy,2,0,60,40,0,8.0,32.5
1385,university of liverpool,"music, drama, dance and performing arts",2,40,50,10,0,9.0,36.666666666666664
1386,university of liverpool,politics and international studies,2,50,10,20,20,5.0,58.0
1387,university of liverpool,classics,2,0,40,40,20,8.5,25.88235294117647
1388,university of liverpool,chemistry,2,60,40,0,0,34.0,10.588235294117647
1389,university of liverpool,"communication, cultural and media studies, library and information management",2,40,50,10,0,7.5,44.0
1390,university of liverpool,earth systems and environmental sciences,1,0,86.7,13.3,0,24.8,11.560483870967744
1391,university of liverpool,general engineering,1,20,70,10,0,34.0,9.117647058823529
1392,university of liverpool and liverpool school of tropical medicine,clinical medicine,18,,,,,,
1393,university of manchester,clinical medicine,15,61.3,33.4,5.3,0,136.18,2.614187105301806
1394,university of manchester,biological sciences,14,36.7,42,21.3,0,144.55,2.1819439640262885
1395,university of manchester,business and management studies,13,53.8,27.7,12.3,6.2,121.63,2.705746937433199
1396,university of manchester,"allied health professions, dentistry, nursing and pharmacy",12,86.7,13.3,0,0,112.65,3.4327563249001334
1397,university of manchester,"electrical and electronic engineering, metallurgy and materials",10,52,16,32,0,44.0,7.2727272727272725
1398,university of manchester,"electrical and electronic engineering, metallurgy and materials",10,60,33.3,6.7,0,51.8,6.82046332046332
1399,university of manchester,"psychology, psychiatry and neuroscience",8,60,40,0,0,67.7,5.317577548005908
1400,university of manchester,modern languages and linguistics,8,45,40,15,0,72.5,4.551724137931035
1401,university of manchester,"aeronautical, mechanical, chemical and manufacturing engineering",8,60,40,0,0,33.9,10.619469026548673
1402,university of manchester,"aeronautical, mechanical, chemical and manufacturing engineering",8,60,40,0,0,34.38,10.471204188481675
1403,university of manchester,physics,7,82.9,17.1,0,0,64.9,5.899845916795069
1404,university of manchester,anthropology and development studies,7,50,50,0,0,15.94,21.957340025094105
1405,university of manchester,anthropology and development studies,7,70,30,0,0,26.25,14.095238095238095
1406,university of manchester,"geography, environmental studies and archaeology",6,50,40,10,0,27.2,12.5
1407,university of manchester,"geography, environmental studies and archaeology",6,0,90,10,0,10.0,29.0
1408,university of manchester,sociology,6,66.7,26.6,6.7,0,48.6,7.407407407407407
1409,university of manchester,law,5,36,64,0,0,40.8,8.23529411764706
1410,university of manchester,politics and international studies,5,16,76,8,0,36.66,8.40152755046372
1411,university of manchester,computer science and informatics,5,76,24,0,0,44.86,8.381631743201071
1412,university of manchester,mathematical sciences,5,53.3,46.7,0,0,54.4,6.494485294117648
1413,university of manchester,chemistry,5,50,50,0,0,52.4,6.6793893129771
1414,university of manchester,education,4,40,60,0,0,33.1,10.271903323262839
1415,university of manchester,economics and econometrics,4,40,50,10,0,33.2,9.939759036144578
1416,university of manchester,"music, drama, dance and performing arts",4,50,50,0,0,14.0,25.0
1417,university of manchester,"music, drama, dance and performing arts",4,80,20,0,0,12.5,30.4
1418,university of manchester,earth systems and environmental sciences,4,44,56,0,0,42.13,8.165202943270828
1419,university of manchester,"public health, health services and primary care",4,10,50,40,0,33.33,8.1008100810081
1420,university of manchester,english language and literature,4,50,50,0,0,34.25,10.218978102189782
1421,university of manchester,history,4,50,30,20,0,25.2,13.095238095238095
1422,university of manchester,civil and construction engineering,3,50,50,0,0,21.85,16.018306636155604
1423,university of manchester,"architecture, built environment and planning",3,36.7,63.3,0,0,17.6,19.130681818181817
1424,university of manchester,theology and religious studies,2,50,50,0,0,14.5,24.137931034482758
1425,university of manchester,"art and design: history, practice and theory",2,20,80,0,0,11.5,27.82608695652174
1426,university of manchester,philosophy,2,40,40,20,0,12.7,25.19685039370079
1427,university of manchester,classics,2,20,60,20,0,14.0,21.428571428571427
1428,university of northampton,history,2,0,50,50,0,8.0,31.25
1429,university of northampton,"geography, environmental studies and archaeology",2,0,40,10,50,9.5,20.0
1430,university of northampton,education,2,0,80,20,0,14.6,19.178082191780824
1431,university of northampton,"allied health professions, dentistry, nursing and pharmacy",2,0,0,60,40,13.4,11.940298507462686
1432,university of northampton,"psychology, psychiatry and neuroscience",2,0,0,40,20,8.0,12.5
1433,university of northampton,english language and literature,2,0,70,30,0,12.0,22.5
1434,university of northampton,business and management studies,2,0,20,60,20,11.8,16.94915254237288
1435,university of northampton,"art and design: history, practice and theory",2,20,20,60,0,10.2,25.490196078431374
1436,university of northampton,"aeronautical, mechanical, chemical and manufacturing engineering",1,0,40,40,20,6.75,32.592592592592595
1437,university of northumbria at newcastle,"art and design: history, practice and theory",5,26,42,0,32,40.7,6.437346437346437
1438,university of northumbria at newcastle,"communication, cultural and media studies, library and information management",4,0,60,40,0,13.6,19.11764705882353
1439,university of northumbria at newcastle,"communication, cultural and media studies, library and information management",4,0,90,10,0,7.4,39.189189189189186
1440,university of northumbria at newcastle,history,3,0,36.7,50,13.3,20.0,11.170000000000002
1441,university of northumbria at newcastle,business and management studies,3,36.7,23.3,40,0,23.2,12.788793103448278
1442,university of northumbria at newcastle,"psychology, psychiatry and neuroscience",3,73.3,26.7,0,0,19.3,19.341968911917096
